epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,9700.79,0.86652,0.47734,0.9342,0.9488,0.92964,0.96543,0.77876,0.68603,0.36362,0.86459,0.0013375,0.0013375,0.0013375
177,9755.74,0.86334,0.47397,0.93411,0.95044,0.92797,0.96532,0.77878,0.68597,0.36289,0.86431,0.001288,0.001288,0.001288
178,9810.71,0.85696,0.46999,0.93188,0.94726,0.92911,0.96489,0.77915,0.68531,0.36309,0.86411,0.0012385,0.0012385,0.0012385
179,9865.59,0.86071,0.47126,0.93513,0.94714,0.93091,0.96546,0.77899,0.68487,0.36265,0.86382,0.001189,0.001189,0.001189
180,9920.52,0.85656,0.46896,0.93301,0.94696,0.93178,0.96533,0.7794,0.68437,0.36191,0.86375,0.0011395,0.0011395,0.0011395
181,9975.43,0.85652,0.469,0.9337,0.94724,0.93204,0.96537,0.77931,0.68416,0.36139,0.86375,0.00109,0.00109,0.00109
182,10030.4,0.85315,0.46714,0.93283,0.94784,0.9322,0.96607,0.77852,0.68355,0.36064,0.86354,0.0010405,0.0010405,0.0010405
183,10085.4,0.84825,0.46141,0.92982,0.94816,0.93206,0.9661,0.77871,0.68298,0.35991,0.8633,0.000991,0.000991,0.000991
184,10140.4,0.84411,0.46112,0.92833,0.94823,0.93171,0.96616,0.77929,0.68251,0.36025,0.86306,0.0009415,0.0009415,0.0009415
185,10195.3,0.84236,0.46054,0.92747,0.94831,0.93176,0.96614,0.77946,0.68189,0.35994,0.86292,0.000892,0.000892,0.000892
186,10250.3,0.83854,0.45682,0.92794,0.94836,0.93173,0.96645,0.78031,0.68139,0.35953,0.86271,0.0008425,0.0008425,0.0008425
187,10305.1,0.83812,0.45753,0.92824,0.94808,0.93215,0.96651,0.78031,0.68103,0.3589,0.86262,0.000793,0.000793,0.000793
188,10359.9,0.83697,0.45299,0.92728,0.94823,0.93301,0.96657,0.78097,0.68059,0.35816,0.86245,0.0007435,0.0007435,0.0007435
189,10414.9,0.83267,0.44948,0.92523,0.94868,0.93178,0.96659,0.78072,0.68027,0.35802,0.86246,0.000694,0.000694,0.000694
190,10469.8,0.82996,0.44981,0.92571,0.94897,0.93269,0.96665,0.78135,0.68019,0.3576,0.86235,0.0006445,0.0006445,0.0006445
191,10524.9,0.82759,0.40346,0.92308,0.94896,0.93267,0.96584,0.78092,0.6798,0.35686,0.86235,0.000595,0.000595,0.000595
192,10579.6,0.80797,0.39657,0.9192,0.94853,0.93285,0.96642,0.78136,0.67977,0.35655,0.86212,0.0005455,0.0005455,0.0005455
193,10634.2,0.80549,0.39207,0.91597,0.94805,0.93232,0.96554,0.78139,0.67967,0.35637,0.86197,0.000496,0.000496,0.000496
194,10689,0.8021,0.39077,0.91578,0.95177,0.9258,0.96546,0.78139,0.67924,0.35563,0.86184,0.0004465,0.0004465,0.0004465
195,10743.7,0.79748,0.38685,0.91522,0.94822,0.93164,0.96568,0.78206,0.6797,0.35513,0.86169,0.000397,0.000397,0.000397
196,10798.5,0.79192,0.38745,0.91265,0.95064,0.92807,0.9656,0.78191,0.67944,0.35456,0.86145,0.0003475,0.0003475,0.0003475
197,10853.3,0.78556,0.38158,0.91024,0.95103,0.9287,0.9662,0.78282,0.67898,0.3541,0.86128,0.000298,0.000298,0.000298
198,10907.9,0.78203,0.38133,0.91029,0.95114,0.92924,0.96565,0.78411,0.67843,0.35382,0.86104,0.0002485,0.0002485,0.0002485
199,10962.6,0.77978,0.37835,0.91023,0.95055,0.93009,0.96568,0.78353,0.67805,0.35348,0.86086,0.000199,0.000199,0.000199
200,11017.4,0.77797,0.37768,0.90901,0.9518,0.92939,0.96567,0.78341,0.67808,0.3528,0.86073,0.0001495,0.0001495,0.0001495
