epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,747.269,0.61328,0.36255,0.84873,0.95412,0.92749,0.95719,0.73897,0.80977,0.41895,0.90196,8.13603e-05,8.13603e-05,8.13603e-05
181,751.295,0.61347,0.35268,0.84542,0.94654,0.93495,0.95634,0.74515,0.80571,0.42,0.90176,7.7826e-05,7.7826e-05,7.7826e-05
182,755.304,0.60332,0.35731,0.84792,0.94913,0.93189,0.9569,0.74259,0.80279,0.41884,0.89876,7.42917e-05,7.42917e-05,7.42917e-05
183,759.278,0.60048,0.35531,0.84391,0.93832,0.93921,0.95687,0.74282,0.81412,0.4189,0.90341,7.07574e-05,7.07574e-05,7.07574e-05
184,763.287,0.60607,0.35062,0.84417,0.93652,0.94376,0.95732,0.74235,0.80875,0.41823,0.90196,6.72231e-05,6.72231e-05,6.72231e-05
185,767.329,0.62706,0.36045,0.85321,0.92603,0.94416,0.9563,0.74429,0.80632,0.41913,0.89851,6.36888e-05,6.36888e-05,6.36888e-05
186,771.296,0.60254,0.35076,0.84467,0.94588,0.93554,0.95706,0.74589,0.80494,0.42028,0.89715,6.01545e-05,6.01545e-05,6.01545e-05
187,775.324,0.59188,0.34863,0.84231,0.93331,0.94407,0.95729,0.74469,0.80471,0.4138,0.89686,5.66202e-05,5.66202e-05,5.66202e-05
188,779.317,0.60753,0.34676,0.85087,0.95948,0.92484,0.95747,0.74136,0.81159,0.41698,0.89852,5.30859e-05,5.30859e-05,5.30859e-05
189,783.336,0.59723,0.34631,0.84384,0.94064,0.94414,0.95785,0.7464,0.80907,0.41472,0.89773,4.95516e-05,4.95516e-05,4.95516e-05
190,787.343,0.58992,0.35052,0.84485,0.95474,0.92717,0.95887,0.74828,0.80928,0.41484,0.90009,4.60173e-05,4.60173e-05,4.60173e-05
191,791.732,0.59436,0.32949,0.83939,0.96067,0.91766,0.95545,0.7389,0.81977,0.4162,0.90664,4.2483e-05,4.2483e-05,4.2483e-05
192,795.739,0.57973,0.3195,0.83754,0.95811,0.91715,0.95648,0.7408,0.8193,0.41437,0.90684,3.89487e-05,3.89487e-05,3.89487e-05
193,799.745,0.57598,0.32128,0.837,0.93313,0.94163,0.95632,0.74022,0.81976,0.4117,0.90701,3.54144e-05,3.54144e-05,3.54144e-05
194,803.782,0.55948,0.31229,0.82559,0.92999,0.94227,0.95512,0.73971,0.81598,0.41208,0.90456,3.18801e-05,3.18801e-05,3.18801e-05
195,807.818,0.57576,0.31835,0.83679,0.93196,0.94292,0.95669,0.74369,0.81084,0.41094,0.90383,2.83458e-05,2.83458e-05,2.83458e-05
196,811.836,0.56749,0.31432,0.83413,0.93261,0.94216,0.95671,0.74189,0.81351,0.41189,0.90278,2.48115e-05,2.48115e-05,2.48115e-05
197,815.866,0.56437,0.31345,0.83171,0.93311,0.94401,0.95686,0.74237,0.81208,0.40971,0.90049,2.12772e-05,2.12772e-05,2.12772e-05
198,819.887,0.55678,0.31643,0.82678,0.95644,0.92033,0.95757,0.74146,0.8128,0.40827,0.90091,1.77429e-05,1.77429e-05,1.77429e-05
199,823.898,0.56004,0.31366,0.82236,0.93342,0.94092,0.9572,0.74241,0.80972,0.41053,0.90075,1.42086e-05,1.42086e-05,1.42086e-05
200,827.888,0.56275,0.31575,0.83306,0.93698,0.94068,0.95712,0.74181,0.81197,0.40913,0.90177,1.06743e-05,1.06743e-05,1.06743e-05
